branch_id;receipt_id;product_id;quantity;payment_id;date;items_price
1;5;26;1;1;20200101;12
1;5;428;4;1;20200101;3
1;5;104;4;1;20200101;7.5
1;5;338;4;1;20200101;3.7
1;5;59;3;1;20200101;15
1;5;53;6;1;20200101;15
1;5;46;1;1;20200101;11
1;5;444;3;1;20200101;3
1;5;227;1;1;20200101;2.5
1;5;206;4;1;20200101;3
1;5;304;5;1;20200101;2
1;6;391;4;1;20200101;1.5
1;6;317;1;1;20200101;2
1;6;255;2;1;20200101;3
1;6;439;3;1;20200101;3.5
1;6;264;4;1;20200101;8
1;6;222;6;1;20200101;2.5
1;6;150;3;1;20200101;5.5
1;6;237;4;1;20200101;3
1;6;269;2;1;20200101;8
1;6;273;6;1;20200101;8.5
1;6;185;5;1;20200101;2.5
1;6;284;5;1;20200101;8
1;6;408;4;1;20200101;1.8
1;6;101;5;1;20200101;8.5
1;6;333;1;1;20200101;3
1;7;18;3;1;20200101;14.5
1;7;188;3;1;20200101;2.5
1;7;406;6;1;20200101;1.8
1;7;204;5;1;20200101;3.5
1;7;405;5;1;20200101;3.5
1;7;217;1;1;20200101;2.5
1;7;221;2;1;20200101;3.5
1;7;362;3;1;20200101;3.5
1;7;444;1;1;20200101;3
1;7;38;6;1;20200101;14.5
1;7;117;3;1;20200101;8.5
1;7;378;2;1;20200101;3.7
1;7;403;5;1;20200101;1.8
1;7;394;3;1;20200101;2.2
1;7;226;4;1;20200101;2.5
1;8;98;1;2;20200101;8
1;8;156;2;2;20200101;7
1;8;181;3;2;20200101;3
1;8;343;3;2;20200101;5
1;8;447;2;2;20200101;1.5
1;8;224;2;2;20200101;2.5
1;8;83;5;2;20200101;6.5
1;8;4;4;2;20200101;15
1;8;401;1;2;20200101;3
1;8;39;6;2;20200101;15
1;8;268;5;2;20200101;6.5
1;8;31;2;2;20200101;11
1;8;139;2;2;20200101;7
1;8;11;5;2;20200101;15
1;8;301;3;2;20200101;1.7
1;9;266;3;1;20200101;8.5
1;9;20;5;1;20200101;10
1;9;91;3;1;20200101;7
1;9;46;2;1;20200101;11
1;9;74;5;1;20200101;11
1;9;29;3;1;20200101;10.5
1;9;84;4;1;20200101;7
1;9;315;3;1;20200101;2.5
1;9;452;1;1;20200101;3
1;9;410;6;1;20200101;2.2
1;9;330;3;1;20200101;3
1;9;413;1;1;20200101;3.5
1;9;147;3;1;20200101;7
1;9;198;6;1;20200101;3.5
1;9;344;3;1;20200101;4.2
1;10;125;5;1;20200101;7.5
1;10;296;1;1;20200101;1.7
1;10;9;1;1;20200101;10
1;10;169;4;1;20200101;15
1;10;14;2;1;20200101;11.5
1;10;22;5;1;20200101;14.5
1;10;198;6;1;20200101;3.5
1;10;322;6;1;20200101;4.2
1;10;431;2;1;20200101;2.2
1;10;262;4;1;20200101;2.5
1;10;104;5;1;20200101;7.5
1;10;444;4;1;20200101;3
1;10;38;6;1;20200101;14.5
1;10;164;4;1;20200101;15.5
1;10;300;1;1;20200101;1.7
1;11;205;5;1;20200101;3
1;11;1;2;1;20200101;11
1;11;147;1;1;20200101;7
1;11;211;6;1;20200101;3.5
1;11;331;1;1;20200101;3.5
1;11;177;6;1;20200101;2.5
1;11;45;3;1;20200101;15
1;11;160;4;1;20200101;15.5
1;11;413;6;1;20200101;3.5
1;11;454;3;1;20200101;3
1;11;90;1;1;20200101;6.5
1;11;360;5;1;20200101;3.7
1;11;67;6;1;20200101;11.5
1;11;370;4;1;20200101;3.5
1;11;148;6;1;20200101;5
1;12;362;4;2;20200101;3.5
1;12;349;4;2;20200101;3
1;12;121;2;2;20200101;9
1;12;330;6;2;20200101;3
1;12;376;4;2;20200101;3.5
1;12;243;5;2;20200101;2.5
1;12;455;3;2;20200101;1.8
1;12;198;2;2;20200101;3.5
1;12;0;4;2;20200101;
1;12;320;3;2;20200101;3.7
1;12;449;4;2;20200101;2.2
1;12;87;4;2;20200101;6.5
1;12;334;1;2;20200101;3.5
1;12;77;6;2;20200101;11
1;12;212;1;2;20200101;2.5
1;13;386;3;1;20200101;3.7
1;13;264;2;1;20200101;8
1;13;81;4;1;20200101;6.5
1;13;212;5;1;20200101;2.5
1;13;109;2;1;20200101;6.5
1;13;415;3;1;20200101;1.5
1;13;129;4;1;20200101;7
1;13;252;1;1;20200101;3
1;13;139;1;1;20200101;7
1;13;250;1;1;20200101;3
1;13;38;3;1;20200101;14.5
1;13;417;6;1;20200101;3
1;13;353;6;1;20200101;3.7
1;13;362;4;1;20200101;3.5
1;13;437;2;1;20200101;1.5
1;14;88;1;1;20200101;7.5
1;14;22;6;1;20200101;14.5
1;14;150;4;1;20200101;5.5
1;14;300;3;1;20200101;1.7
1;14;220;3;1;20200101;2.5
1;14;64;2;1;20200101;10.5
1;14;386;6;1;20200101;3.7
1;14;65;2;1;20200101;10
1;14;176;4;1;20200101;3
1;14;15;2;1;20200101;12
1;14;178;2;1;20200101;2.5
1;14;297;6;1;20200101;1.5
1;14;171;5;1;20200101;15
1;14;100;1;1;20200101;7.5
1;14;194;3;1;20200101;2.5
1;15;212;2;1;20200101;2.5
1;15;403;4;1;20200101;1.8
1;15;98;3;1;20200101;8
1;15;323;2;1;20200101;3.7
1;15;353;2;1;20200101;3.7
1;15;280;3;1;20200101;8
1;15;91;4;1;20200101;7
1;15;15;2;1;20200101;12
1;15;311;6;1;20200101;1.7
1;15;55;5;1;20200101;11
1;15;5;3;1;20200101;10
1;15;142;6;1;20200101;7.5
1;15;162;5;1;20200101;12
1;15;443;1;1;20200101;1.8
1;15;158;5;1;20200101;17.5
1;16;4;1;2;20200101;15
1;16;346;4;2;20200101;4.2
1;16;154;2;2;20200101;5
1;16;41;1;2;20200101;11
1;16;124;5;2;20200101;7
1;16;448;2;2;20200101;1.8
1;16;317;5;2;20200101;2
1;16;295;6;2;20200101;2.5
1;16;62;2;2;20200101;11
1;16;180;2;2;20200101;3
1;16;201;3;2;20200101;2.5
1;16;119;1;2;20200101;7.5
1;16;403;2;2;20200101;1.8
1;16;348;5;2;20200101;4.2
1;16;127;5;2;20200101;8
1;17;147;5;1;20200101;7
1;17;396;4;1;20200101;1.5
1;17;212;2;1;20200101;2.5
1;17;160;4;1;20200101;15.5
1;17;122;5;1;20200101;7
1;17;284;3;1;20200101;8
1;17;237;3;1;20200101;3
1;17;423;2;1;20200101;1.5
1;17;336;2;1;20200101;3
1;17;340;6;1;20200101;3.7
1;17;436;4;1;20200101;2.2
1;17;144;1;1;20200101;5.5
1;17;57;6;1;20200101;14.5
1;17;163;6;1;20200101;15.5
1;17;446;1;1;20200101;1.5
1;18;158;2;1;20200101;17.5
1;18;134;6;1;20200101;8
1;18;278;3;1;20200101;8
1;18;139;4;1;20200101;7
1;18;316;1;1;20200101;1.5
1;18;429;3;1;20200101;1.8
1;18;189;5;1;20200101;2.5
1;18;62;3;1;20200101;11
1;18;446;3;1;20200101;1.5
1;18;272;5;1;20200101;8.5
1;18;231;3;1;20200101;3.5
1;18;357;5;1;20200101;3
1;18;416;3;1;20200101;3
1;18;44;3;1;20200101;15
1;18;105;1;1;20200101;9
1;19;352;4;1;20200101;3
1;19;141;5;1;20200101;5.5
1;19;380;5;1;20200101;5
1;19;416;1;1;20200101;3
1;19;382;6;1;20200101;3
1;19;448;2;1;20200101;1.8
1;19;417;4;1;20200101;3
1;19;358;1;1;20200101;4.2
1;19;221;5;1;20200101;3.5
1;19;371;2;1;20200101;4.2
1;19;126;1;1;20200101;8
1;19;133;5;1;20200101;6.5
1;19;279;5;1;20200101;8
1;19;264;2;1;20200101;8
1;19;45;4;1;20200101;15
1;20;202;6;2;20200101;3.5
1;20;382;3;2;20200101;3
1;20;417;2;2;20200101;3
1;20;103;5;2;20200101;7.5
1;20;406;5;2;20200101;1.8
1;20;122;1;2;20200101;7
1;20;256;4;2;20200101;2.5
1;20;276;5;2;20200101;7
1;20;362;4;2;20200101;3.5
1;20;91;2;2;20200101;7
1;20;444;6;2;20200101;3
1;20;343;4;2;20200101;5
1;20;310;3;2;20200101;1.7
1;20;253;5;2;20200101;3
1;20;226;1;2;20200101;2.5
1;21;78;1;1;20200101;7
1;21;60;2;1;20200101;14.5
1;21;133;1;1;20200101;6.5
1;21;310;1;1;20200101;1.7
1;21;329;5;1;20200101;5
1;21;206;1;1;20200101;3
1;21;167;4;1;20200101;15
1;21;246;1;1;20200101;2.5
1;21;404;3;1;20200101;3
1;21;182;6;1;20200101;2.5
1;22;43;1;1;20200101;11.5
1;22;86;6;1;20200101;8
1;22;219;2;1;20200101;3
1;22;190;5;1;20200101;2.5
1;22;53;1;1;20200101;15
1;22;113;4;1;20200101;7
1;22;83;4;1;20200101;6.5
1;22;406;4;1;20200101;1.8
1;22;166;5;1;20200101;12
1;22;182;2;1;20200101;2.5
1;23;339;5;1;20200101;3.5
1;23;372;1;1;20200101;3.7
1;23;29;2;1;20200101;10.5
1;23;169;1;1;20200101;15
1;23;186;1;1;20200101;3
1;23;35;6;1;20200101;12
1;23;273;1;1;20200101;8.5
1;23;188;5;1;20200101;2.5
1;23;300;4;1;20200101;1.7
1;23;376;5;1;20200101;3.5
1;24;402;4;2;20200101;3
1;24;205;6;2;20200101;3
1;24;17;5;2;20200101;12
1;24;229;2;2;20200101;2.5
1;24;396;1;2;20200101;1.5
1;24;438;5;2;20200101;3
1;24;36;2;2;20200101;14.5
1;24;331;2;2;20200101;3.5
1;24;12;4;2;20200101;10
1;24;439;3;2;20200101;3.5
1;25;266;2;1;20200101;8.5
1;25;443;3;1;20200101;1.8
1;25;167;5;1;20200101;15
1;25;49;1;1;20200101;10.5
1;25;319;5;1;20200101;3.7
1;25;402;6;1;20200101;3
1;25;39;5;1;20200101;15
1;25;301;2;1;20200101;1.7
1;25;248;2;1;20200101;2.5
1;25;267;4;1;20200101;9
1;26;132;3;1;20200101;8.5
1;26;6;2;1;20200101;10
1;26;173;3;1;20200101;3
1;26;296;4;1;20200101;1.7
1;26;263;2;1;20200101;3
1;26;436;5;1;20200101;2.2
1;26;79;3;1;20200101;6.5
1;26;152;6;1;20200101;6.5
1;26;203;4;1;20200101;2.5
1;26;170;3;1;20200101;15
1;27;172;2;1;20200101;3.5
1;27;149;3;1;20200101;5
1;27;180;3;1;20200101;3
1;27;7;5;1;20200101;11.5
1;27;259;1;1;20200101;3.5
1;27;178;5;1;20200101;2.5
1;27;426;3;1;20200101;1.8
1;27;229;5;1;20200101;2.5
1;27;148;1;1;20200101;5
1;27;96;6;1;20200101;6.5
1;28;194;3;2;20200101;2.5
1;28;238;3;2;20200101;3
1;28;205;1;2;20200101;3
1;28;338;5;2;20200101;3.7
1;28;284;2;2;20200101;8
1;28;332;1;2;20200101;3.5
1;28;140;2;2;20200101;8.5
1;28;387;6;2;20200101;4.2
1;28;246;3;2;20200101;2.5
1;28;280;1;2;20200101;8
1;29;175;5;1;20200101;2.5
1;29;305;3;1;20200101;1.7
1;29;51;3;1;20200101;11
1;29;53;3;1;20200101;15
1;29;339;6;1;20200101;3.5
1;29;148;1;1;20200101;5
1;29;385;2;1;20200101;3
1;29;94;5;1;20200101;8
1;29;244;3;1;20200101;3
1;29;90;4;1;20200101;6.5
1;30;94;4;1;20200101;8
1;30;354;6;1;20200101;3.5
1;30;2;5;1;20200101;11.5
1;30;12;6;1;20200101;10
1;30;34;5;1;20200101;15
1;30;227;1;1;20200101;2.5
1;30;131;4;1;20200101;7.5
1;30;88;1;1;20200101;7.5
1;30;60;6;1;20200101;14.5
1;30;179;6;1;20200101;3
1;31;242;4;1;20200101;2.5
1;31;288;1;1;20200101;8.5
1;31;311;6;1;20200101;1.7
1;31;441;2;1;20200101;3.5
1;31;282;1;1;20200101;6.5
1;31;354;5;1;20200101;3.5
1;31;87;6;1;20200101;6.5
1;31;233;1;1;20200101;3
1;31;336;6;1;20200101;3
1;31;52;5;1;20200101;10.5
1;32;58;3;2;20200101;11.5
1;32;370;3;2;20200101;3.5
1;32;312;2;2;20200101;2.5
1;32;382;1;2;20200101;3
1;32;302;6;2;20200101;2.5
1;32;301;4;2;20200101;1.7
1;32;193;6;2;20200101;3.5
1;32;150;3;2;20200101;5.5
1;32;332;3;2;20200101;3.5
1;32;80;3;2;20200101;7.5
1;33;377;5;1;20200101;3
1;33;403;6;1;20200101;1.8
1;33;426;3;1;20200101;1.8
1;33;113;5;1;20200101;7
1;33;51;1;1;20200101;11
1;33;406;2;1;20200101;1.8
1;33;417;4;1;20200101;3
1;33;70;6;1;20200101;10
1;33;242;5;1;20200101;2.5
1;33;164;6;1;20200101;15.5
1;34;268;4;1;20200101;6.5
1;34;172;5;1;20200101;3.5
1;34;38;1;1;20200101;14.5
1;34;167;4;1;20200101;15
1;34;133;1;1;20200101;6.5
1;34;255;1;1;20200101;3
1;34;266;5;1;20200101;8.5
1;34;307;1;1;20200101;1.5
1;34;49;3;1;20200101;10.5
1;34;269;6;1;20200101;8
1;35;149;1;1;20200101;5
1;35;98;5;1;20200101;8
1;35;101;4;1;20200101;8.5
1;35;201;1;1;20200101;2.5
1;35;39;5;1;20200101;15
1;35;309;4;1;20200101;1.7
1;35;210;5;1;20200101;2.5
1;35;358;1;1;20200101;4.2
1;35;227;2;1;20200101;2.5
1;35;181;4;1;20200101;3
1;36;91;6;2;20200101;7
1;36;223;3;2;20200101;3.5
1;36;366;6;2;20200101;3.5
1;36;312;1;2;20200101;2.5
1;36;431;4;2;20200101;2.2
1;36;144;5;2;20200101;5.5
1;36;448;5;2;20200101;1.8
1;36;364;3;2;20200101;4.2
1;36;128;1;2;20200101;8
1;36;67;2;2;20200101;11.5
1;37;446;5;1;20200101;1.5
1;37;430;4;1;20200101;1.8
1;37;121;5;1;20200101;9
1;37;22;1;1;20200101;14.5
1;37;300;1;1;20200101;1.7
1;37;394;5;1;20200101;2.2
1;37;199;3;1;20200101;2.5
1;37;372;2;1;20200101;3.7
1;37;163;5;1;20200101;15.5
1;37;401;1;1;20200101;3
1;38;145;5;1;20200101;7
1;38;199;4;1;20200101;2.5
1;38;114;5;1;20200101;7
1;38;124;2;1;20200101;7
1;38;115;5;1;20200101;8.5
1;38;449;3;1;20200101;2.2
1;38;209;5;1;20200101;3
1;38;329;6;1;20200101;5
1;38;275;3;1;20200101;8.5
1;38;142;3;1;20200101;7.5
1;39;67;6;1;20200101;11.5
1;39;356;4;1;20200101;3.5
1;39;415;5;1;20200101;1.5
1;39;112;6;1;20200101;8
1;39;301;1;1;20200101;1.7
1;39;155;6;1;20200101;5.5
1;39;397;1;1;20200101;1.5
1;39;182;3;1;20200101;2.5
1;39;228;3;1;20200101;3
1;39;202;1;1;20200101;3.5
1;40;311;4;2;20200101;1.7
1;40;192;4;2;20200101;3
1;40;416;3;2;20200101;3
1;40;147;5;2;20200101;7
1;40;307;5;2;20200101;1.5
1;40;202;3;2;20200101;3.5
1;40;458;3;2;20200101;1.5
1;40;183;2;2;20200101;2.5
1;40;108;3;2;20200101;8.5
1;40;262;6;2;20200101;2.5
1;41;130;4;1;20200101;6.5
1;41;105;5;1;20200101;9
1;41;216;5;1;20200101;2.5
1;41;108;5;1;20200101;8.5
1;41;197;5;1;20200101;3.5
1;41;38;4;1;20200101;14.5
1;41;28;3;1;20200101;15
1;41;443;6;1;20200101;1.8
1;42;264;6;1;20200101;8
1;42;425;3;1;20200101;1.5
1;42;320;3;1;20200101;3.7
1;42;308;4;1;20200101;2
1;42;43;6;1;20200101;11.5
1;42;49;6;1;20200101;10.5
1;42;19;5;1;20200101;11.5
1;42;6;2;1;20200101;10
1;43;351;2;1;20200101;3
1;43;374;5;1;20200101;3
1;43;229;1;1;20200101;2.5
1;43;180;4;1;20200101;3
1;43;13;3;1;20200101;11
1;43;432;2;1;20200101;1.8
1;43;449;2;1;20200101;2.2
1;43;208;1;1;20200101;3.5
1;44;242;6;2;20200101;2.5
1;44;395;6;2;20200101;3.5
1;44;61;2;2;20200101;11
1;44;296;6;2;20200101;1.7
1;44;17;5;2;20200101;12
1;44;247;2;2;20200101;2.5
1;44;39;1;2;20200101;15
1;44;316;3;2;20200101;1.5
1;45;339;5;1;20200101;3.5
1;45;90;3;1;20200101;6.5
1;45;286;6;1;20200101;7.5
1;45;156;1;1;20200101;7
1;45;7;4;1;20200101;11.5
1;45;78;1;1;20200101;7
1;45;298;3;1;20200101;1.7
1;45;405;5;1;20200101;3.5
1;46;223;3;1;20200101;3.5
1;46;398;4;1;20200101;3.5
1;46;229;4;1;20200101;2.5
1;46;82;1;1;20200101;9
1;46;136;2;1;20200101;6.5
1;46;301;4;1;20200101;1.7
1;46;414;4;1;20200101;3.5
1;46;34;4;1;20200101;15
1;47;356;5;1;20200101;3.5
1;47;433;4;1;20200101;3.5
1;47;335;6;1;20200101;4.2
1;47;163;4;1;20200101;15.5
1;47;51;4;1;20200101;11
1;47;449;1;1;20200101;2.2
1;47;93;1;1;20200101;7
1;47;216;2;1;20200101;2.5
1;48;226;5;2;20200101;2.5
1;48;368;6;2;20200101;3.7
1;48;36;4;2;20200101;14.5
1;48;253;5;2;20200101;3
1;48;427;3;2;20200101;3
1;48;278;5;2;20200101;8
1;48;132;4;2;20200101;8.5
1;48;66;5;2;20200101;12
1;49;67;2;1;20200101;11.5
1;49;424;6;1;20200101;1.8
1;49;405;6;1;20200101;3.5
1;49;329;1;1;20200101;5
1;49;145;4;1;20200101;7
1;49;262;2;1;20200101;2.5
1;49;386;6;1;20200101;3.7
1;49;344;2;1;20200101;4.2
1;50;441;3;1;20200101;3.5
1;50;15;2;1;20200101;12
1;50;118;1;1;20200101;7
1;50;375;6;1;20200101;5
1;50;29;4;1;20200101;10.5
1;50;350;4;1;20200101;3.5
1;50;155;5;1;20200101;5.5
1;50;332;1;1;20200101;3.5
1;51;454;5;1;20200101;3
1;51;144;5;1;20200101;5.5
1;51;197;4;1;20200101;3.5
1;51;62;4;1;20200101;11
1;51;145;5;1;20200101;7
1;51;55;6;1;20200101;11
1;51;9;5;1;20200101;10
1;51;8;3;1;20200101;11.5
1;52;246;4;2;20200101;2.5
1;52;398;4;2;20200101;3.5
1;52;1;6;2;20200101;11
1;52;329;5;2;20200101;5
1;52;327;2;2;20200101;4.2
1;52;410;2;2;20200101;2.2
1;52;215;5;2;20200101;2.5
1;52;365;6;2;20200101;4.2
1;53;438;2;1;20200101;3
1;53;390;6;1;20200101;3.7
1;53;84;1;1;20200101;7
1;53;52;2;1;20200101;10.5
1;53;296;5;1;20200101;1.7
1;53;239;5;1;20200101;3
1;53;439;6;1;20200101;3.5
1;53;324;4;1;20200101;3.7
1;54;262;5;1;20200101;2.5
1;54;121;5;1;20200101;9
1;54;43;1;1;20200101;11.5
1;54;399;5;1;20200101;3
1;54;195;1;1;20200101;2.5
1;54;129;6;1;20200101;7
1;54;23;2;1;20200101;14.5
1;54;274;6;1;20200101;9
1;55;422;6;1;20200101;3
1;55;347;3;1;20200101;3
1;55;27;4;1;20200101;10.5
1;55;402;6;1;20200101;3
1;55;361;6;1;20200101;5
1;55;437;1;1;20200101;1.5
1;55;118;5;1;20200101;7
1;55;142;3;1;20200101;7.5
1;56;344;1;2;20200101;4.2
1;56;184;3;2;20200101;3.5
1;56;236;2;2;20200101;2.5
1;56;95;3;2;20200101;9
1;56;395;2;2;20200101;3.5
1;56;438;4;2;20200101;3
1;56;206;2;2;20200101;3
1;56;84;3;2;20200101;7
1;57;257;1;1;20200101;3.5
1;57;152;3;1;20200101;6.5
1;57;372;4;1;20200101;3.7
1;57;71;1;1;20200101;10.5
1;57;123;4;1;20200101;9
1;57;181;5;1;20200101;3
1;57;302;4;1;20200101;2.5
1;57;393;5;1;20200101;1.8
1;58;278;6;1;20200101;8
1;58;99;2;1;20200101;9
1;58;428;3;1;20200101;3
1;58;16;3;1;20200101;10
1;58;371;1;1;20200101;4.2
1;58;44;2;1;20200101;15
1;58;279;5;1;20200101;8
1;58;452;4;1;20200101;3
1;59;264;3;1;20200101;8
1;59;442;1;1;20200101;3.5
1;59;382;5;1;20200101;3
1;59;106;3;1;20200101;7.5
1;59;354;5;1;20200101;3.5
1;59;149;2;1;20200101;5
1;59;176;4;1;20200101;3
1;59;233;4;1;20200101;3
1;60;138;4;2;20200101;7.5
1;60;204;4;2;20200101;3.5
1;60;183;6;2;20200101;2.5
1;60;427;5;2;20200101;3
1;60;319;6;2;20200101;3.7
1;60;74;1;2;20200101;11
1;60;340;3;2;20200101;3.7
1;60;444;2;2;20200101;3
1;61;424;5;1;20200101;1.8
1;61;325;4;1;20200101;3
1;61;299;6;1;20200101;1.7
1;61;186;6;1;20200101;3
1;61;20;6;1;20200101;10
1;61;28;6;1;20200101;15
1;61;111;6;1;20200101;9
1;61;51;2;1;20200101;11
1;61;446;1;1;20200101;1.5
1;62;416;1;1;20200101;3
1;62;181;1;1;20200101;3
1;62;227;6;1;20200101;2.5
1;62;135;3;1;20200101;9
1;62;335;2;1;20200101;4.2
1;62;99;2;1;20200101;9
1;62;276;4;1;20200101;7
1;62;402;5;1;20200101;3
1;62;380;6;1;20200101;5
1;63;127;6;1;20200101;8
1;63;17;5;1;20200101;12
1;63;162;1;1;20200101;12
1;63;249;2;1;20200101;2.5
1;63;323;5;1;20200101;3.7
1;63;1;4;1;20200101;11
1;63;434;3;1;20200101;3
1;63;136;1;1;20200101;6.5
1;63;112;5;1;20200101;8
1;64;277;3;2;20200101;7.5
1;64;398;1;2;20200101;3.5
1;64;138;2;2;20200101;7.5
1;64;397;1;2;20200101;1.5
1;64;45;2;2;20200101;15
1;64;260;1;2;20200101;3
1;64;54;5;2;20200101;15
1;64;319;5;2;20200101;3.7
1;64;412;5;2;20200101;2.2
1;65;306;3;1;20200101;2.5
1;65;165;2;1;20200101;15.5
1;65;112;6;1;20200101;8
1;65;253;3;1;20200101;3
1;65;195;3;1;20200101;2.5
1;65;266;3;1;20200101;8.5
1;65;361;5;1;20200101;5
1;65;453;6;1;20200101;1.8
1;65;408;2;1;20200101;1.8
1;66;156;6;1;20200101;7
1;66;126;3;1;20200101;8
1;66;102;5;1;20200101;7
1;66;270;3;1;20200101;7.5
1;66;9;2;1;20200101;10
1;66;185;3;1;20200101;2.5
1;66;295;5;1;20200101;2.5
1;66;263;3;1;20200101;3
1;66;202;6;1;20200101;3.5
1;67;63;6;1;20200101;14.5
1;67;109;2;1;20200101;6.5
1;67;286;5;1;20200101;7.5
1;67;330;3;1;20200101;3
1;67;424;5;1;20200101;1.8
1;67;146;1;1;20200101;7.5
1;67;366;1;1;20200101;3.5
1;67;200;5;1;20200101;3.5
1;67;260;2;1;20200101;3
1;68;236;3;2;20200101;2.5
1;68;64;6;2;20200101;10.5
1;68;78;6;2;20200101;7
1;68;93;5;2;20200101;7
1;68;292;2;2;20200101;2
1;68;164;5;2;20200101;15.5
1;68;429;3;2;20200101;1.8
1;68;129;3;2;20200101;7
1;68;347;5;2;20200101;3
1;69;70;5;1;20200101;10
1;69;215;4;1;20200101;2.5
1;69;325;4;1;20200101;3
1;69;132;2;1;20200101;8.5
1;69;47;1;1;20200101;10.5
1;69;138;5;1;20200101;7.5
1;69;236;1;1;20200101;2.5
1;69;297;2;1;20200101;1.5
1;69;43;3;1;20200101;11.5
1;70;389;4;1;20200101;5
1;70;101;6;1;20200101;8.5
1;70;261;3;1;20200101;3
1;70;399;5;1;20200101;3
1;70;35;3;1;20200101;12
1;70;311;6;1;20200101;1.7
1;70;288;3;1;20200101;8.5
1;70;85;1;1;20200101;7.5
1;70;283;5;1;20200101;6.5
1;71;76;2;1;20200101;11
1;71;436;2;1;20200101;2.2
1;71;80;1;1;20200101;7.5
1;71;393;4;1;20200101;1.8
1;71;432;1;1;20200101;1.8
1;71;16;3;1;20200101;10
1;71;50;2;1;20200101;15
1;71;43;6;1;20200101;11.5
1;71;223;1;1;20200101;3.5
1;72;352;3;2;20200101;3
1;72;109;5;2;20200101;6.5
1;72;40;6;2;20200101;12
1;72;272;1;2;20200101;8.5
1;72;321;2;2;20200101;3.7
1;72;457;1;2;20200101;1.8
1;72;320;3;2;20200101;3.7
1;72;103;3;2;20200101;7.5
1;72;242;1;2;20200101;2.5
1;73;195;1;1;20200101;2.5
1;73;3;6;1;20200101;11.5
1;73;240;5;1;20200101;2.5
1;73;343;2;1;20200101;5
1;73;402;5;1;20200101;3
1;73;149;1;1;20200101;5
1;73;315;5;1;20200101;2.5
1;73;221;1;1;20200101;3.5
1;73;19;3;1;20200101;11.5
1;74;338;5;1;20200101;3.7
1;74;384;4;1;20200101;5
1;74;457;3;1;20200101;1.8
1;74;455;2;1;20200101;1.8
1;74;8;5;1;20200101;11.5
1;74;213;5;1;20200101;3.5
1;74;82;2;1;20200101;9
1;74;354;2;1;20200101;3.5
1;74;363;2;1;20200101;3.7
1;75;97;1;1;20200101;8.5
1;75;51;4;1;20200101;11
1;75;49;5;1;20200101;10.5
1;75;241;1;1;20200101;2.5
1;75;296;1;1;20200101;1.7
1;75;409;2;1;20200101;3.5
1;75;252;4;1;20200101;3
1;75;81;5;1;20200101;6.5
1;75;442;5;1;20200101;3.5
1;76;320;5;2;20200101;3.7
1;76;291;2;2;20200101;1.5
1;76;126;3;2;20200101;8
1;76;33;6;2;20200101;10
1;76;426;2;2;20200101;1.8
1;76;6;2;2;20200101;10
1;76;294;1;2;20200101;1.5
1;76;24;2;2;20200101;11
1;76;357;2;2;20200101;3
1;77;188;1;1;20200101;2.5
1;77;105;2;1;20200101;9
1;77;401;2;1;20200101;3
1;77;410;1;1;20200101;2.2
1;77;364;6;1;20200101;4.2
1;77;203;2;1;20200101;2.5
